relative_time,AccX,AccY,AccZ
0,,,-1.3982419967651367
41,0.07661599665880203,-7.714272975921631,-1.3814822435379028
80,1.1061434745788574,-7.652022838592529,-0.23463648557662964
125,0.3304064869880676,-7.74539852142334,2.3272109031677246
160,-0.6201107501983643,-9.423768043518066,4.278524398803711
200,-0.5865912437438965,-9.428556442260742,4.314438343048096
240,-0.5482832193374634,-10.233023643493652,4.338380813598633
280,-0.5387062430381775,-10.221053123474121,3.246602773666382
324,1.1612112522125244,-9.122092247009277,3.184352397918701
360,1.1085376739501953,-9.189130783081055,
361,,,1.0558642148971558
400,-0.5411005020141602,,
401,,-10.197110176086426,1.0007964372634888
440,-0.5387062430381775,-10.182744979858398,0.24900199472904205
479,-0.5075809955596924,,
480,,-10.130071640014648,0.23224224150180817
520,-0.47884997725486755,,
521,,-9.373488426208496,0.21548248827457428
560,-0.5075809955596924,-9.373488426208496,0.19393424689769745
601,-0.5602544546127319,-9.378276824951172,0.1747802495956421
640,-1.3527511358261108,,
641,,-9.395036697387695,0.19153998792171478
681,-1.3766937255859375,-9.414190292358398,0.19153998792171478
721,-1.40542471408844,-9.450104713439941,0.1987227350473404
761,-1.4557039737701416,-10.455689430236816,0.20351123809814453
801,-1.470069408416748,,
802,,-10.510757446289062,0.2537904977798462
842,-2.3080568313598633,-11.727035522460938,1.2497984170913696
882,-2.3248167037963867,-11.76534366607666,1.3048661947250366
925,-2.2529890537261963,-12.521926879882812,1.2330386638641357
961,-1.2857122421264648,,
963,,-12.581783294677734,1.2354329824447632
1003,-1.2497984170913696,-13.570608139038086,0.36153173446655273
1041,-1.2569812536239624,-13.551454544067383,
1042,,,0.3112524747848511
1083,-1.2617696523666382,-12.25137710571289,-0.7063037157058716
1124,-1.2497984170913696,-10.716662406921387,-0.7494001984596252
1162,-0.4429362416267395,-9.114909172058105,-1.580204963684082
1208,0.30406972765922546,-7.865110874176025,-1.565839409828186
1243,0.3663202226161957,,
1245,,-6.972055912017822,-0.5003982186317444
1283,0.35195472836494446,-8.075804710388184,2.3272109031677246
1323,-0.5339177250862122,-9.356728553771973,4.2402167320251465
1362,-0.5243407487869263,,
1363,,-9.31602668762207,4.2354278564453125
1408,-0.5291292071342468,-9.356728553771973,4.213879585266113
1443,-0.5411005020141602,-9.414190292358398,3.268151044845581
1483,0.7733427286148071,,
1484,,-9.332786560058594,3.2370259761810303
1524,0.7470059394836426,-9.366305351257324,1.1276917457580566
1564,-0.7230634689331055,-9.426161766052246,1.1061434745788574
1604,-0.7398232221603394,-9.445316314697266,1.0654412508010864
1645,-0.7063037157058716,-9.409401893615723,0.3495604991912842
