relative_time,AccX,AccY,AccZ
5639,-4.391054153442383,-11.624083518981934,0.6656014919281006
5680,-5.145243167877197,-13.103729248046875,1.4916176795959473
5720,-3.5051817893981934,,
5721,,-13.02232551574707,0.5243407487869263
5762,-3.4525084495544434,-12.0765962600708,0.4812442362308502
5801,-4.438939094543457,-10.699902534484863,0.43096497654914856
5845,-3.6440484523773193,-8.837176322937012,0.35913747549057007
5882,-3.658413887023926,,
5883,,-8.77731990814209,0.3543489873409271
5922,-3.708693027496338,-8.039891242980957,0.38547423481941223
5962,-3.679962158203125,-7.137259006500244,0.3806857466697693
6002,-3.756577968597412,-7.175567150115967,0.3950512409210205
6045,-5.0590500831604,-7.249788761138916,1.541896939277649
6083,-5.13327169418335,-8.087776184082031,2.339182138442993
6123,-5.13327169418335,-10.10852336883545,3.330401659011841
6163,-5.17397403717041,-11.691122055053711,2.1955270767211914
6204,-5.221858978271484,-12.821208000183105,2.176373243331909
6244,-5.183550834655762,-12.773323059082031,2.23862361907959
6284,-4.405419826507568,-10.458083152770996,2.2769317626953125
6325,-3.5578553676605225,-9.672769546508789,2.315239667892456
6365,-3.5339128971099854,,
6366,,-8.482827186584473,2.3367879390716553
6404,-2.7342333793640137,,
6405,,-7.233028888702393,2.370307445526123
6445,-2.7653586864471436,-6.306454181671143,2.339182138442993
6486,-3.5913748741149902,-6.328002452850342,2.317633867263794
6525,-3.567432403564453,-6.407012939453125,
6526,,,3.0598514080047607
6566,-3.5817978382110596,-7.168384075164795,3.8810791969299316
6606,-4.42457389831543,-7.197115421295166,3.94572377204895
6646,-4.4030256271362305,,
6647,,-7.237817287445068,4.754980087280273
6687,-5.442130088806152,,
6688,,-8.085381507873535,
6729,-5.432552814483643,-11.19072437286377,0.8475644588470459
6768,-2.5498762130737305,-12.09575080871582,0.7972851991653442
6812,-1.7454081773757935,-13.673561096191406,-0.44772472977638245
6848,-1.8028701543807983,-14.470846176147461,-0.41659948229789734
6889,-1.719071388244629,-13.53469467163086,-0.4573017358779907
6929,-1.7478023767471313,-12.213068962097168,-1.6568208932876587
